vehicle_no,GPSVendor,Model,Type,year_made,tail_lift,status,possession,admin_station_id,category_id,color_id,vehicle_owner_id,vehicle_group_id
WD 102 B,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,MKZ,NULL,16,10,5,22
WD 107 B,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,SGB,505,16,10,5,99
WD 167 B,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,FLEET DIV,NULL,16,10,5,26
WD 192 B,NULL,Honda NBC110KDF,Motorcycle,2015,TRUE,A,COURIER DIV,NULL,16,10,5,22
WD 196 B,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,MER,433,16,10,5,66
WD 3431 B,NULL,02-7FG15,NULL,2012,TRUE,A,HQ LOGIST,NULL,NULL,13,7,NULL
WD 9760 A,NULL,Honda NBC110KDF,Motorcycle,2015,TRUE,A,PBR,NULL,16,10,5,22
WD 9762 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,SGB,505,16,10,5,99
WD 9792 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,SGB,505,16,10,5,99
WD 9805 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,MAH,361,16,10,5,47
WD 9815 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,AGH,280,16,10,5,1
WD 9842 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,HQ OPS,462,16,10,5,36
WD 9849 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,AOR,285,16,10,5,5
WD 9854 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,AOR,285,16,10,5,5
WD 9857 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,KAM,359,16,10,5,46
WD 9874 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,PDS,457,16,10,5,77
WD 9907 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,COURIER DIV,NULL,16,10,5,22
WD 9940 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,COURIER DIV,NULL,16,10,5,22
WD 9946 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,COURIER DIV,NULL,16,10,5,22
WD 9964 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,SPT,519,16,10,5,105
WD 9974 A,NULL,Honda NBC110KDF,Motorcycle,2016,TRUE,A,SGB,505,16,10,5,99
WHT 7762,NULL,Toyota Dyna LY100,Box Truck,2000,TRUE,A,PENDING DISPOSAL,NULL,19,16,5,119
WJD 3886,NULL,Toyota Dyna LY100,Box Truck,2001,TRUE,A,PENDING DISPOSAL,NULL,19,16,5,119
WKA 1692,NULL,Hicom 4.3 MTB150DX,Box Truck,2002,TRUE,A,PENDING DISPOSAL,NULL,21,16,4,119
WKM 7871,NULL,Hicom 2.8 MTB140,Box Truck,2002,TRUE,A,PENDING DISPOSAL,NULL,20,16,4,119
WLH 4685,NULL,Toyota Hiace LH172,Panel Van,2003,TRUE,A,PENDING DISPOSAL,NULL,15,16,4,119
WORKSHOP USED,NULL,NULL,NULL,NULL,TRUE,A,,NULL,NULL,NULL,4,NULL
WPH 487,NULL,Toyota Dyna LY101 (RB),Box Truck,2006,TRUE,A,PENDING DISPOSAL,NULL,19,16,5,119
WPN 9395,NULL,Toyota Dyna LY101 (RB),Box Truck,2006,TRUE,A,PENDING DISPOSAL,NULL,19,16,5,119
WPN 9653,NULL,Toyota Dyna LY101 (RB),Box Truck,2006,TRUE,A,PENDING DISPOSAL,NULL,19,16,5,119
WQH 9594,NULL,Toyota Hiace KDH202R-EDMDY,Admin Van,2007,TRUE,A,HQ LOGISTICS,NULL,18,16,5,35
WUH 5281,NULL,Hino WU300R-HBMLS3,Box Truck,2010,TRUE,A,DSP,332,20,16,5,25
WUK 2921,NULL,Hino WU300R-HBMLS3,Box Truck,2010,TRUE,A,HQ OPS,462,20,16,5,36
WUK 3014,NULL,Hino WU300R-HBMLS3,Box Truck,2010,TRUE,A,AMP,284,20,16,5,4
WUK 7290,NULL,Hino WU300R-HBMLS3,Box Truck,2010,TRUE,A,DSP,332,20,16,5,25
